submission_date,state - 2,tot_cases,new_case,tot_death,conf_death,new_death,State
3/18/2020,NE,26,4,0,,0,NEBRASKA
2/25/2021,IL,1181226,1884,22607,20406,32,ILLINOIS
9/3/2021,GU,11199,93,151,,0,GUAM
3/14/2021,ID,175236,0,1910,1677,0,IDAHO
10/2/2021,NC,1405691,4782,17272,15185,52,NORTH CAROLINA
6/25/2020,MS,29418,815,1324,1302,13,MISSISSIPPI
4/3/2020,MI,24107,1296,930,875,117,MICHIGAN
3/9/2020,WA,154,41,21,,3,WASHINGTON
12/31/2020,VI,2036,5,23,,0,VIRGIN ISLANDS
9/30/2020,NC,210394,1402,3833,3788,32,NORTH CAROLINA
1/5/2021,NV,235455,2423,3235,,29,NEVADA
2/17/2022,MD,996182,854,13988,13727,7,MARYLAND
7/26/2021,GU,8514,8,143,,0,GUAM
4/17/2022,GU,47776,38,354,,0,GUAM
8/7/2020,CA,538416,8436,9807,9807,147,CALIFORNIA
12/30/2021,VI,9055,330,89,,1,VIRGIN ISLANDS
2/24/2020,MI,0,0,0,,0,MICHIGAN
5/12/2021,NV,319714,464,5515,,6,NEVADA
4/22/2022,MD,1025925,1005,14425,14161,3,MARYLAND
10/15/2021,ND,141268,522,1680,,11,NORTH DAKOTA
6/8/2021,MS,319119,104,7436,5130,3,MISSISSIPPI
2/16/2020,ND,0,0,0,,0,NORTH DAKOTA
1/25/2021,IN,613741,2201,9958,9627,12,INDIANA
1/5/2021,MS,231690,2916,5853,4327,45,MISSISSIPPI
12/12/2020,IL,841688,8737,15232,14176,165,ILLINOIS
7/9/2020,IN,49575,512,2723,2538,7,INDIANA
2/11/2021,IN,645723,1713,11991,11627,26,INDIANA
11/14/2020,VI,1434,0,23,,0,VIRGIN ISLANDS
2/3/2022,NH,279842,1151,2239,,7,NEW HAMPSHIRE
4/21/2021,ND,106385,167,1484,,0,NORTH DAKOTA
12/27/2020,NV,217509,1856,2952,,8,NEVADA
4/23/2020,NE,2206,393,47,,5,NEBRASKA
11/4/2021,MT,179770,790,2405,2405,9,MONTANA
5/9/2021,ID,189014,113,2061,1797,0,IDAHO
11/11/2020,WA,123981,1531,2482,,0,WASHINGTON
9/9/2020,MT,8659,278,119,119,0,MONTANA
2/27/2020,CT,0,0,0,,0,CONNECTICUT
10/20/2021,MT,168513,1245,2225,2225,19,MONTANA
3/29/2020,WI,989,0,13,,0,WISCONSIN
3/29/2020,CA,10566,5923,235,235,134,CALIFORNIA
9/19/2021,WA,626646,2391,7247,,23,WASHINGTON
3/14/2022,MI,2373336,1548,35210,32443,22,MICHIGAN
9/28/2020,CT,57147,560,4503,3606,2,CONNECTICUT
12/7/2020,IL,796264,8691,14216,13343,100,ILLINOIS
2/18/2022,ID,413372,2214,4674,3821,20,IDAHO
3/1/2020,NH,0,0,0,,0,NEW HAMPSHIRE
1/24/2022,CT,683731,12057,9774,7974,5,CONNECTICUT
10/7/2021,WI,831493,3213,8989,8092,19,WISCONSIN
10/6/2020,NE,48853,539,507,,4,NEBRASKA
1/5/2022,NE,353056,3533,3416,2845,43,NEBRASKA
9/21/2020,IL,277933,1477,8693,8457,7,ILLINOIS
4/16/2020,VI,53,2,1,,0,VIRGIN ISLANDS
8/25/2021,NH,105883,294,1408,,3,NEW HAMPSHIRE
1/9/2021,CA,2621277,52636,28996,28996,630,CALIFORNIA
3/21/2020,WI,281,75,4,,1,WISCONSIN
2/1/2021,IN,628988,1721,11068,10733,19,INDIANA
3/22/2020,NE,48,4,0,,0,NEBRASKA
11/23/2020,IN,300918,5557,5312,5063,26,INDIANA
4/15/2020,AL,4294,264,192,182,12,ALABAMA
5/24/2021,MO,596914,463,9062,,56,MISSOURI
5/14/2020,WA,17792,242,983,,8,WASHINGTON
5/23/2021,MT,111203,35,1603,1603,0,MONTANA
5/10/2021,WA,414729,772,5586,,22,WASHINGTON
9/22/2021,MD,522355,1145,10372,10145,18,MARYLAND
10/26/2021,GU,17944,121,232,,2,GUAM
11/12/2021,NH,144626,2157,1622,,5,NEW HAMPSHIRE
8/22/2021,MT,122748,215,1757,1757,1,MONTANA
2/13/2022,VT,100474,0,537,,0,VERMONT
2/5/2022,NV,665211,0,9144,,0,NEVADA
2/3/2021,GU,7622,4,129,,0,GUAM
3/14/2020,NE,15,2,0,,0,NEBRASKA
2/21/2021,GU,7727,12,130,,0,GUAM
9/25/2020,IL,286374,2805,8807,8563,33,ILLINOIS
10/18/2021,NC,1450751,1365,18036,15856,46,NORTH CAROLINA
8/16/2021,MI,1032520,1298,21304,20030,6,MICHIGAN
6/13/2021,MI,1000268,131,20875,19626,11,MICHIGAN
6/24/2021,IN,752395,287,13809,13386,3,INDIANA
4/17/2020,ME,846,19,29,29,2,MAINE
2/8/2022,NC,2538714,7048,22139,19338,76,NORTH CAROLINA
5/7/2020,NV,5766,103,293,,7,NEVADA
11/15/2021,WI,928290,7069,9706,8747,27,WISCONSIN
1/7/2022,NH,214572,2620,2019,,2,NEW HAMPSHIRE
7/18/2020,NV,34689,1186,672,,9,NEVADA
3/18/2020,NC,62,23,1,1,0,NORTH CAROLINA
5/11/2021,CA,3656967,1045,61246,61246,5,CALIFORNIA
5/26/2021,NE,223354,46,2249,,0,NEBRASKA
1/7/2022,MS,586547,6774,10527,7042,16,MISSISSIPPI
4/22/2022,ND,240713,56,2261,,1,NORTH DAKOTA
6/9/2020,WI,21308,270,661,661,15,WISCONSIN
8/8/2020,DE,15745,60,591,521,1,DELAWARE
4/21/2022,DE,260918,183,2896,2612,0,DELAWARE
3/4/2022,NH,299213,220,2402,,4,NEW HAMPSHIRE
5/7/2021,MD,452035,768,9434,9220,10,MARYLAND
2/13/2022,MO,1373439,0,17987,,0,MISSOURI
3/16/2020,VI,2,1,0,,0,VIRGIN ISLANDS
2/17/2022,IN,1672761,1462,22426,21568,49,INDIANA
4/19/2020,VT,753,11,37,,0,VERMONT
10/14/2021,NV,440500,707,7412,,45,NEVADA
6/24/2021,WI,677186,138,8092,7273,15,WISCONSIN
3/25/2021,MO,565035,555,8755,,9,MISSOURI
6/11/2020,GU,182,-1,5,,0,GUAM
10/23/2020,WA,103146,712,2296,,7,WASHINGTON
1/26/2022,NE,432564,3615,3657,3033,25,NEBRASKA
4/27/2020,WA,13706,219,765,,16,WASHINGTON
4/6/2022,DE,260119,95,2871,2590,0,DELAWARE
2/25/2022,WI,1570460,787,13256,11887,33,WISCONSIN
8/16/2020,CT,50897,0,4453,3569,0,CONNECTICUT
3/31/2022,NV,713287,158,10107,,16,NEVADA
5/12/2021,ID,189586,225,2064,1802,6,IDAHO
11/7/2021,NC,1486890,1358,18617,16383,19,NORTH CAROLINA
6/17/2020,WI,26079,290,718,712,9,WISCONSIN
3/16/2021,GU,7776,3,134,,0,GUAM
2/21/2021,DE,85863,209,1367,1236,1,DELAWARE
6/2/2020,CA,115310,2304,4127,4127,47,CALIFORNIA
6/21/2021,MI,1001591,184,20979,19725,11,MICHIGAN
2/13/2020,VI,0,0,0,,0,VIRGIN ISLANDS
4/29/2021,MS,312781,209,7309,5045,3,MISSISSIPPI
6/1/2021,GU,8187,14,139,,0,GUAM
1/26/2021,MD,344620,1482,7407,7210,48,MARYLAND
7/19/2021,VI,4215,15,32,,0,VIRGIN ISLANDS
1/17/2021,WA,288677,2422,3903,,0,WASHINGTON
9/4/2021,AL,718359,2852,13670,10697,74,ALABAMA
3/7/2020,MI,189,48,1,0,0,MICHIGAN
6/29/2020,WA,32018,387,1320,,10,WASHINGTON
10/19/2021,GU,17276,122,226,,0,GUAM
3/27/2021,CT,305210,0,7865,6463,0,CONNECTICUT
12/20/2021,ND,169988,553,1990,,10,NORTH DAKOTA
8/30/2020,NC,169207,1662,2956,2945,39,NORTH CAROLINA
11/12/2020,AL,211695,2921,4858,4151,32,ALABAMA
12/27/2021,MS,532560,7058,10398,6961,4,MISSISSIPPI
7/19/2020,AL,67562,1558,1832,1682,42,ALABAMA
6/19/2020,WI,26852,310,736,730,11,WISCONSIN
4/24/2021,MI,935750,2866,18750,17609,64,MICHIGAN
8/25/2021,ND,116022,356,1556,,3,NORTH DAKOTA
3/31/2020,MI,19903,1398,558,514,116,MICHIGAN
2/7/2020,IL,2,0,0,,0,ILLINOIS
3/21/2022,NV,711451,202,10016,,28,NEVADA
9/6/2021,WA,584105,2562,6730,,13,WASHINGTON
3/9/2022,MI,2369853,1112,35135,32374,128,MICHIGAN
4/16/2020,DE,2108,61,52,52,6,DELAWARE
5/20/2020,VT,869,1,53,,0,VERMONT
12/22/2021,WI,1072270,5726,10894,9804,43,WISCONSIN
6/28/2020,NE,18797,97,267,,0,NEBRASKA
9/21/2021,MT,142513,1174,1901,1901,14,MONTANA
11/13/2020,CT,88645,2746,4737,3807,11,CONNECTICUT
9/5/2021,GU,11293,1,151,,0,GUAM
3/7/2021,MS,299102,156,7074,4918,0,MISSISSIPPI
2/9/2022,ID,397931,2565,4537,3716,40,IDAHO
5/17/2021,MS,316131,235,7382,5094,7,MISSISSIPPI
7/29/2020,MS,62534,1204,2212,2120,30,MISSISSIPPI
4/20/2021,VI,3041,0,27,,0,VIRGIN ISLANDS
9/2/2020,MS,87901,723,2902,2692,16,MISSISSIPPI
2/6/2020,ME,0,0,0,0,0,MAINE
12/24/2021,IL,2042433,21131,30566,27435,0,ILLINOIS
1/17/2021,MI,630809,1470,15110,14226,67,MICHIGAN
4/12/2020,MS,4146,140,298,297,15,MISSISSIPPI
10/6/2021,MS,493670,1112,9778,6552,6,MISSISSIPPI
3/25/2021,CT,303510,1488,7862,6462,10,CONNECTICUT
7/27/2020,AL,81048,1307,2144,1948,44,ALABAMA
10/9/2020,ID,47088,662,506,464,3,IDAHO
2/21/2021,NC,838882,2080,12104,10717,35,NORTH CAROLINA
10/25/2020,WA,104898,725,2296,,0,WASHINGTON
12/25/2020,MO,426100,553,6560,,48,MISSOURI
8/26/2021,MS,427640,4041,8279,5657,35,MISSISSIPPI
11/14/2021,GU,18942,29,258,,0,GUAM
3/11/2021,ND,100847,121,1455,,1,NORTH DAKOTA
7/12/2020,MI,139913,763,6408,6099,9,MICHIGAN
5/4/2020,MI,58263,1470,4800,4537,85,MICHIGAN
5/3/2021,NE,220718,266,2245,,0,NEBRASKA
11/27/2021,NE,307896,0,3146,2637,0,NEBRASKA
1/15/2022,MT,212078,0,2945,2945,0,MONTANA
10/26/2020,NH,10397,69,475,,2,NEW HAMPSHIRE
8/8/2020,MI,176769,948,6612,6295,10,MICHIGAN
10/15/2020,MD,133548,630,4165,4006,5,MARYLAND
4/6/2021,VI,2945,0,26,,0,VIRGIN ISLANDS
10/26/2020,VT,1930,9,57,,0,VERMONT
1/6/2021,GU,7386,27,124,,1,GUAM
4/3/2021,NE,212012,233,2181,,0,NEBRASKA
7/1/2021,NH,99527,23,1372,,0,NEW HAMPSHIRE
3/24/2020,ND,37,5,0,,0,NORTH DAKOTA
9/15/2020,VI,1232,11,19,,0,VIRGIN ISLANDS
11/6/2020,NV,106922,1562,1845,,21,NEVADA
1/23/2022,NE,413056,0,3569,2963,0,NEBRASKA
5/27/2020,DE,9133,36,345,322,1,DELAWARE
1/7/2021,MO,475713,3845,7178,,49,MISSOURI
2/20/2022,ID,414513,0,4676,3822,0,IDAHO
10/20/2021,GU,17379,103,226,,0,GUAM
12/15/2020,AL,302768,4028,6119,5103,57,ALABAMA
7/18/2021,GU,8478,1,143,,1,GUAM
4/3/2021,MS,306801,127,7208,4982,3,MISSISSIPPI
4/11/2020,GU,133,3,5,,1,GUAM
4/9/2022,WI,1590205,0,14344,12823,0,WISCONSIN
8/16/2021,WI,707327,824,8324,7471,2,WISCONSIN
2/7/2021,NH,68379,318,1104,,6,NEW HAMPSHIRE
5/19/2021,MT,110992,131,1602,1602,0,MONTANA
2/22/2020,MD,0,0,0,0,0,MARYLAND
2/7/2020,MT,0,0,0,,0,MONTANA
2/13/2022,CA,8775930,0,81437,,0,CALIFORNIA
6/12/2021,NC,997211,464,13556,11953,6,NORTH CAROLINA
3/22/2020,MT,34,7,0,,0,MONTANA
11/30/2020,MD,198370,1923,4858,4685,24,MARYLAND
11/12/2021,VI,7344,15,84,,0,VIRGIN ISLANDS
11/5/2020,CA,944576,4566,17833,17833,62,CALIFORNIA
3/4/2022,MT,271030,330,3204,3204,1,MONTANA
4/17/2021,MD,434859,1500,9123,8913,11,MARYLAND
1/22/2021,ME,36465,317,544,535,4,MAINE
2/9/2020,NV,0,0,0,,0,NEVADA
12/22/2021,MT,195417,246,2890,2890,1,MONTANA
3/2/2021,DE,88349,136,1426,1290,4,DELAWARE
6/17/2021,MS,320287,115,7453,5141,3,MISSISSIPPI
3/14/2021,AL,507182,4231,10796,8629,19,ALABAMA
11/24/2021,CT,416573,841,8865,7263,12,CONNECTICUT
5/29/2021,WI,674141,138,7830,7053,0,WISCONSIN
10/25/2021,NV,447173,1496,7547,,24,NEVADA
4/6/2022,AL,1296331,214,19520,14989,7,ALABAMA
7/30/2021,MS,345168,1663,7754,5354,20,MISSISSIPPI
10/21/2021,NC,1457520,2447,18160,15965,34,NORTH CAROLINA
9/12/2020,NH,7652,32,435,,1,NEW HAMPSHIRE
4/5/2020,MS,2977,127,209,208,13,MISSISSIPPI
3/27/2022,GU,47122,42,342,,2,GUAM
6/23/2020,WA,29235,421,1284,,8,WASHINGTON
3/6/2021,AL,498924,392,10673,8534,18,ALABAMA
12/19/2020,IL,894367,7562,16326,15123,120,ILLINOIS
3/10/2021,VT,15176,73,210,,2,VERMONT
12/2/2020,NV,156996,2129,2201,,35,NEVADA
6/21/2021,MD,461779,40,9758,9541,4,MARYLAND
9/1/2020,NV,69884,400,1342,,8,NEVADA
3/10/2022,ID,437061,1028,4814,3927,7,IDAHO
10/15/2020,IN,141212,1943,3862,3643,28,INDIANA
2/27/2020,ID,0,0,0,,0,IDAHO
11/25/2020,ID,96503,1773,895,827,21,IDAHO
2/3/2022,ID,387287,2496,4466,3662,13,IDAHO
3/23/2020,DE,65,13,0,0,0,DELAWARE
9/20/2020,WA,83490,415,2037,,0,WASHINGTON
10/12/2021,AL,806347,1116,15771,12255,32,ALABAMA
3/22/2020,NC,286,78,1,1,0,NORTH CAROLINA
3/18/2022,IL,3053185,1388,37459,33198,21,ILLINOIS
10/25/2020,GU,4336,195,75,,6,GUAM
8/30/2021,MI,1060343,1880,21548,20257,8,MICHIGAN
11/11/2021,WI,917469,4232,9657,8700,16,WISCONSIN
4/17/2020,IN,10154,612,517,517,42,INDIANA
12/13/2021,IN,1162284,11385,18084,17471,70,INDIANA
5/26/2020,VT,891,5,54,,0,VERMONT
2/21/2021,MD,376355,618,8233,8029,26,MARYLAND
7/1/2021,MT,113821,66,1666,1666,1,MONTANA
9/25/2020,ID,39757,523,458,421,1,IDAHO
7/1/2021,IN,754317,390,13845,13421,5,INDIANA
7/25/2020,WI,51715,988,898,891,13,WISCONSIN
1/14/2022,NH,235898,2390,2079,,28,NEW HAMPSHIRE
1/26/2021,ND,97160,154,1416,,1,NORTH DAKOTA
1/7/2022,VT,68036,1804,459,,0,VERMONT
1/11/2022,NH,226132,2533,2032,,5,NEW HAMPSHIRE
5/30/2021,CA,3684388,1079,62006,62006,7,CALIFORNIA
9/30/2020,WI,129123,2459,1337,1327,27,WISCONSIN
4/5/2020,IN,4411,458,128,128,12,INDIANA
4/10/2021,ME,54716,543,750,728,0,MAINE
6/11/2020,NE,16241,248,212,,17,NEBRASKA
5/18/2021,WI,670362,558,7726,6971,14,WISCONSIN
11/6/2020,VI,1390,0,23,,0,VIRGIN ISLANDS
2/21/2020,VT,0,0,0,,0,VERMONT
1/14/2021,ME,33094,677,477,470,16,MAINE
9/11/2020,DE,18582,102,613,541,0,DELAWARE
1/7/2022,CT,573711,10076,9377,7669,96,CONNECTICUT
4/12/2021,IN,701073,846,13124,12722,3,INDIANA
2/11/2022,GU,39640,345,306,,0,GUAM
7/27/2020,NH,6441,5,409,,0,NEW HAMPSHIRE
7/18/2020,WA,45755,769,1444,,10,WASHINGTON
12/3/2020,GU,6942,0,112,,0,GUAM
4/6/2021,CA,3583830,1367,58541,58541,7,CALIFORNIA
9/17/2020,NH,7814,34,438,,0,NEW HAMPSHIRE
3/13/2021,IN,672953,849,12816,12419,22,INDIANA
5/5/2020,ND,1266,41,25,,0,NORTH DAKOTA
3/14/2020,CT,7,0,0,,0,CONNECTICUT
11/8/2020,WA,119708,1550,2439,,0,WASHINGTON
9/6/2020,NC,179513,1156,3153,3137,28,NORTH CAROLINA
3/13/2022,MS,792560,0,12255,8075,0,MISSISSIPPI
3/7/2020,DE,0,0,0,0,0,DELAWARE
9/27/2021,CA,4676579,22969,68362,68362,275,CALIFORNIA
3/16/2021,NC,880863,1565,12584,11127,9,NORTH CAROLINA
5/28/2020,IL,115833,1527,5186,5186,103,ILLINOIS
4/21/2020,CT,20360,545,1423,1052,92,CONNECTICUT
3/5/2022,AL,1286375,185,19258,14797,27,ALABAMA
11/30/2021,VT,46326,204,398,,3,VERMONT
12/4/2021,MI,1517325,0,26108,24367,0,MICHIGAN
8/31/2021,ID,221389,1226,2363,2041,32,IDAHO
2/13/2022,NV,673322,0,9335,,0,NEVADA
2/4/2020,WI,0,0,0,,0,WISCONSIN
6/30/2020,NV,18684,553,529,,-7,NEVADA
3/17/2022,AL,1290780,497,19410,14908,8,ALABAMA
12/12/2021,DE,159722,641,2218,2030,0,DELAWARE
2/3/2020,WA,1,0,0,,0,WASHINGTON
12/29/2021,IL,2119162,21098,30908,27734,57,ILLINOIS
9/28/2020,VI,1318,1,20,,1,VIRGIN ISLANDS
5/18/2021,MO,594314,458,8995,,0,MISSOURI
9/16/2021,MD,515259,1330,10271,10045,15,MARYLAND
7/21/2021,NV,347098,931,5789,,28,NEVADA
10/30/2021,MD,560634,871,10911,10681,16,MARYLAND
12/25/2020,MD,263160,2432,5974,5786,43,MARYLAND
8/21/2021,NE,237990,288,2302,,0,NEBRASKA
3/27/2021,GU,7800,4,134,,0,GUAM
10/18/2021,MT,165941,426,2183,2183,19,MONTANA
10/15/2020,VT,1752,16,57,,0,VERMONT
6/7/2021,VT,22729,4,249,,0,VERMONT
5/24/2020,NV,7786,90,410,,18,NEVADA
8/16/2021,NV,373649,841,6190,,10,NEVADA
10/28/2020,NV,97479,574,1766,,10,NEVADA
7/5/2021,GU,8394,6,140,,0,GUAM
12/6/2021,VT,49146,213,407,,1,VERMONT
3/26/2020,MT,90,25,1,,1,MONTANA
8/26/2021,MD,491174,1244,9988,9766,2,MARYLAND
5/22/2021,MS,316963,142,7395,5103,3,MISSISSIPPI
11/30/2021,MS,514171,549,10285,6886,9,MISSISSIPPI
5/16/2020,NE,10162,424,123,,4,NEBRASKA
1/14/2022,MT,212078,2178,2945,2945,10,MONTANA
1/16/2021,AL,420722,1902,8483,6873,69,ALABAMA
4/12/2020,ME,699,63,19,19,0,MAINE
7/23/2020,ME,3709,23,118,117,0,MAINE
3/22/2020,DE,52,7,0,0,0,DELAWARE
6/26/2020,CT,46059,65,4307,3440,9,CONNECTICUT
2/3/2021,VI,2440,10,24,,0,VIRGIN ISLANDS
3/3/2021,NE,202610,389,2091,,7,NEBRASKA
5/15/2020,NE,9738,315,119,,6,NEBRASKA
8/22/2021,MO,739469,1444,10206,,1,MISSOURI
12/27/2020,NH,40809,876,708,,7,NEW HAMPSHIRE
8/20/2020,ND,9474,232,132,,2,NORTH DAKOTA
9/13/2020,NE,38376,234,434,,0,NEBRASKA
1/31/2022,ND,223720,358,2093,,0,NORTH DAKOTA
2/24/2022,ND,237599,278,2183,,3,NORTH DAKOTA
3/12/2021,MS,301554,395,7117,4931,7,MISSISSIPPI
7/15/2021,NC,1013833,1112,13703,12082,4,NORTH CAROLINA
9/18/2021,MD,518061,1277,10300,10073,18,MARYLAND
1/20/2022,NC,2228545,36173,20742,18208,62,NORTH CAROLINA
4/26/2020,IN,15012,617,893,815,30,INDIANA
4/28/2021,IN,717564,1258,13286,12876,19,INDIANA
6/5/2020,MS,19112,378,1077,1058,11,MISSISSIPPI
9/28/2020,MI,240333,1244,7099,6769,9,MICHIGAN
12/8/2020,WI,448009,4620,4054,3806,81,WISCONSIN
4/18/2022,NV,716157,251,10682,,17,NEVADA
11/10/2021,NC,1491470,2084,18671,16434,16,NORTH CAROLINA
12/31/2021,MT,197724,0,2906,2906,0,MONTANA
7/15/2021,CT,350536,150,8282,6812,3,CONNECTICUT
3/14/2020,IL,32,0,0,,0,ILLINOIS
1/29/2020,WI,0,0,0,,0,WISCONSIN
12/6/2021,ME,131796,766,1348,1243,12,MAINE
8/25/2020,CT,52040,29,4463,3580,3,CONNECTICUT
11/27/2021,ID,305762,238,3899,3215,8,IDAHO
2/25/2021,NE,200832,331,2078,,15,NEBRASKA
1/24/2022,MO,1275650,5697,17038,,13,MISSOURI
3/14/2021,CT,290577,0,7765,6384,0,CONNECTICUT
2/6/2021,MS,283876,570,6791,4770,9,MISSISSIPPI
3/8/2020,DE,0,0,0,0,0,DELAWARE
12/5/2021,DE,155466,532,2194,2010,0,DELAWARE
1/6/2022,CA,5844204,77848,76054,,0,CALIFORNIA
12/12/2020,VI,1807,16,23,,0,VIRGIN ISLANDS
4/4/2022,NH,303010,332,2452,,0,NEW HAMPSHIRE
8/15/2021,WI,706503,823,8322,7471,0,WISCONSIN
1/18/2022,MI,2063409,79353,30869,28636,160,MICHIGAN
4/14/2021,GU,7856,5,136,,0,GUAM
2/16/2020,NE,0,0,0,,0,NEBRASKA
11/13/2021,VI,7357,13,84,,0,VIRGIN ISLANDS
3/20/2021,MS,303730,151,7146,4944,3,MISSISSIPPI
3/18/2022,ME,233698,161,2182,1960,3,MAINE
5/6/2021,VT,21822,57,244,,0,VERMONT
4/9/2020,WI,2885,129,111,,12,WISCONSIN
6/23/2020,AL,31846,1121,1220,1131,21,ALABAMA
11/9/2020,IL,498560,10573,10563,10210,25,ILLINOIS
1/13/2022,NE,383915,7220,3540,2941,13,NEBRASKA
1/18/2021,NH,57864,1000,933,,0,NEW HAMPSHIRE
6/26/2021,ND,110660,3,1528,,0,NORTH DAKOTA
10/2/2020,VI,1326,0,20,,0,VIRGIN ISLANDS
1/16/2022,MT,212078,0,2945,2945,0,MONTANA
9/20/2020,IN,111505,746,3487,3272,3,INDIANA
7/6/2020,ND,3849,33,80,,0,NORTH DAKOTA
10/10/2021,MI,1195574,3272,22714,21325,6,MICHIGAN
3/22/2022,NV,711794,343,10018,,2,NEVADA
7/4/2021,MO,623734,1108,9340,,0,MISSOURI
7/10/2021,AL,552485,306,11576,9241,4,ALABAMA
7/31/2021,NE,228894,94,2280,,0,NEBRASKA
12/21/2020,WI,494353,1629,4751,4425,8,WISCONSIN
5/13/2021,MS,315487,157,7373,5087,2,MISSISSIPPI
12/2/2021,DE,153439,633,2182,1999,3,DELAWARE
10/16/2021,GU,16900,54,222,,0,GUAM
12/26/2021,CT,474557,0,9077,7426,0,CONNECTICUT
3/5/2020,NH,2,0,0,,0,NEW HAMPSHIRE
12/27/2021,ME,149209,655,1492,1368,17,MAINE
9/9/2020,WA,78621,244,1978,,25,WASHINGTON
11/22/2021,NV,466400,1767,7930,,12,NEVADA
3/6/2020,IN,1,1,0,0,0,INDIANA
8/1/2020,DE,15183,90,585,515,0,DELAWARE
1/19/2022,ID,348949,4537,4292,3534,10,IDAHO
7/18/2020,NC,97992,2345,1769,1767,23,NORTH CAROLINA
3/22/2020,MS,1004,92,83,82,5,MISSISSIPPI
6/13/2021,IL,1387595,298,25481,23061,12,ILLINOIS
11/14/2021,NH,144626,0,1622,,0,NEW HAMPSHIRE
12/13/2021,MT,193905,187,2830,2830,9,MONTANA
8/5/2021,WI,693933,1744,8305,7453,3,WISCONSIN
3/20/2022,GU,46809,79,340,,-1,GUAM
4/29/2021,WA,399878,946,5487,,13,WASHINGTON
9/16/2021,CT,382798,1066,8447,6950,0,CONNECTICUT
10/18/2021,WI,858050,1422,9164,8251,1,WISCONSIN
5/22/2021,IN,739626,665,13529,13113,6,INDIANA
9/15/2020,MT,9244,137,140,140,2,MONTANA
8/10/2021,CT,359638,275,8297,6828,1,CONNECTICUT
4/6/2022,MS,795408,110,12410,8177,3,MISSISSIPPI
9/10/2020,AL,134664,1073,3618,3165,26,ALABAMA
6/17/2021,MT,113092,71,1651,1651,2,MONTANA
3/2/2020,VT,0,0,0,,0,VERMONT
10/3/2020,VI,1327,1,20,,0,VIRGIN ISLANDS
4/6/2020,IL,12262,1006,307,,33,ILLINOIS
10/14/2021,NH,127421,648,1516,,5,NEW HAMPSHIRE
10/1/2021,WI,814187,4023,8901,8009,13,WISCONSIN
2/4/2020,MD,0,0,0,0,0,MARYLAND
3/13/2020,WA,477,103,37,,6,WASHINGTON
5/10/2020,VI,69,0,4,,0,VIRGIN ISLANDS
3/18/2020,MD,85,28,0,0,0,MARYLAND
5/8/2021,MD,452691,656,9442,9228,8,MARYLAND
6/16/2021,WI,676442,36,8041,7230,18,WISCONSIN
2/24/2021,ND,99621,90,1441,,1,NORTH DAKOTA
10/14/2020,VT,1736,3,57,,0,VERMONT
8/29/2020,ME,4479,17,132,131,0,MAINE
12/25/2021,ID,315726,0,4099,3385,0,IDAHO
3/28/2020,ME,251,42,1,1,0,MAINE
6/13/2021,AL,545841,119,11463,9152,4,ALABAMA
4/5/2020,ND,207,21,3,,0,NORTH DAKOTA
2/7/2021,IN,640380,1736,11781,11423,63,INDIANA
10/24/2021,VT,36005,255,343,,0,VERMONT
3/26/2021,NV,302616,445,5226,,11,NEVADA
3/18/2021,MS,303224,398,7138,4938,5,MISSISSIPPI
3/27/2021,CA,3559193,3278,57551,57551,215,CALIFORNIA
5/10/2020,DE,6601,125,225,214,1,DELAWARE
11/4/2020,GU,4903,91,83,,3,GUAM
9/15/2020,MD,117245,599,3974,3818,9,MARYLAND
12/30/2021,IN,1246854,11935,19037,18386,48,INDIANA
2/2/2020,WI,0,0,0,,0,WISCONSIN
3/31/2022,MI,2388527,1006,35691,32849,29,MICHIGAN
8/4/2020,MO,59544,1263,1449,,19,MISSOURI
5/25/2020,WI,15584,307,514,514,4,WISCONSIN
3/29/2022,NE,477830,0,4144,3393,0,NEBRASKA
4/4/2022,VI,15673,17,111,,0,VIRGIN ISLANDS
3/17/2022,NE,477197,11,4047,3306,1,NEBRASKA
11/15/2021,CT,409929,2179,8826,7234,17,CONNECTICUT
7/5/2021,MI,1003939,227,21070,19812,3,MICHIGAN
4/7/2020,VI,45,2,1,,0,VIRGIN ISLANDS
10/9/2021,NE,272721,346,2855,2423,0,NEBRASKA
3/19/2020,ID,23,13,0,,0,IDAHO
10/4/2021,VT,31924,182,317,,1,VERMONT
3/28/2020,VT,194,26,12,,1,VERMONT
11/13/2020,NV,116737,1857,1893,,13,NEVADA
4/1/2020,CT,3557,429,85,,16,CONNECTICUT
8/17/2020,NC,147781,884,2591,2585,31,NORTH CAROLINA
8/13/2020,VT,1359,5,57,,0,VERMONT
6/23/2020,NH,5571,13,343,,4,NEW HAMPSHIRE
7/5/2020,WI,34740,533,803,796,0,WISCONSIN
5/15/2021,CT,345197,220,8173,6733,0,CONNECTICUT
7/21/2020,AL,70420,1356,1900,1740,38,ALABAMA
3/22/2022,MO,1407795,582,19864,,123,MISSOURI
9/6/2020,ID,33667,190,385,349,1,IDAHO
2/21/2021,VI,2579,0,25,,0,VIRGIN ISLANDS
11/17/2020,MS,140935,1196,4029,3478,23,MISSISSIPPI
2/22/2022,ND,237128,173,2174,,0,NORTH DAKOTA
4/1/2020,VI,30,0,0,,0,VIRGIN ISLANDS
4/17/2021,NC,937323,2178,12950,11443,16,NORTH CAROLINA
3/1/2022,MI,2361969,1570,34587,31889,82,MICHIGAN
2/3/2022,NV,663107,1939,9084,,34,NEVADA
2/17/2021,IN,652242,935,12214,11842,19,INDIANA
