submission_date,state - 2,tot_cases,new_case,tot_death,conf_death,new_death,State
5/16/2021,GA,1115601,529,20506,17804,1,GEORGIA
3/23/2021,PR,106364,96,2090,1778,2,PUERTO RICO
5/9/2021,AK,66272,76,343,,0,ALASKA
11/5/2020,OK,144435,2564,2059,1986,19,OKLAHOMA
7/27/2021,AR,378023,2052,6087,,10,ARKANSAS
12/2/2021,CO,842745,3295,9337,8303,61,COLORADO
3/9/2022,AS,352,48,0,,0,AMERICAN SAMOA
4/18/2022,AK,241959,0,1202,,0,ALASKA
5/2/2021,HI,32989,107,480,,0,HAWAII
11/11/2021,GA,1644997,0,29749,25255,0,GEORGIA
10/30/2020,CO,108056,2627,2278,1886,10,COLORADO
3/29/2022,AR,832718,144,11211,,0,ARKANSAS
1/31/2022,MP,5062,154,23,23,0,NORTHERN MARIANA IS
10/20/2021,AK,126250,805,667,,8,ALASKA
11/7/2020,TX,1027237,9560,20399,,116,TEXAS
3/20/2022,FL,5835399,665,73348,,33,FLORIDA
5/5/2020,CO,17796,368,903,762,52,COLORADO
6/28/2020,MA,103539,163,8095,7895,20,MASSACHUSETTS
9/25/2021,OK,607158,1613,8846,7480,51,OKLAHOMA
3/18/2020,FL,308,98,13,,1,FLORIDA
9/20/2021,HI,73567,419,709,,0,HAWAII
1/9/2021,CO,369480,2950,5190,4517,52,COLORADO
6/29/2021,CO,560106,312,6788,5994,12,COLORADO
11/9/2020,HI,15892,58,220,,0,HAWAII
1/24/2020,AR,0,0,0,,0,ARKANSAS
8/28/2020,UT,51704,537,406,406,3,UTAH
6/14/2020,TX,87854,1843,2329,,42,TEXAS
5/8/2020,TX,36609,1219,1268,,33,TEXAS
4/6/2021,AR,331261,163,5653,,5,ARKANSAS
3/12/2021,AK,57841,110,331,,1,ALASKA
5/21/2020,MA,90084,1114,6594,6409,70,MASSACHUSETTS
10/7/2021,FL,3617431,3971,59565,,122,FLORIDA
6/4/2021,MA,707723,200,17903,17540,10,MASSACHUSETTS
6/27/2021,FL,2330377,1536,37950,,23,FLORIDA
10/12/2020,UT,86832,988,522,518,5,UTAH
6/3/2020,GA,47802,723,2123,2123,21,GEORGIA
3/31/2022,WV,497769,88,6831,,8,WEST VIRGINIA
4/18/2022,GA,2506634,0,37523,31415,0,GEORGIA
6/4/2021,TX,2950622,2762,51024,,27,TEXAS
7/25/2020,MP,38,0,2,2,0,NORTHERN MARIANA IS
10/1/2021,OK,616754,1537,9023,7618,14,OKLAHOMA
1/25/2021,UT,337264,859,1597,1552,2,UTAH
4/4/2022,KS,770275,0,8397,,0,KANSAS
11/3/2020,CO,119111,2763,2311,1915,19,COLORADO
8/23/2021,PR,165292,220,2759,2360,27,PUERTO RICO
1/16/2022,PR,412576,5469,3511,2958,18,PUERTO RICO
1/15/2021,TX,2072903,27204,36253,,327,TEXAS
1/31/2021,FL,1689347,5595,28737,,161,FLORIDA
2/16/2022,CO,1340311,1880,11659,10253,9,COLORADO
3/16/2021,KS,298218,0,4835,,0,KANSAS
8/7/2020,AR,48039,1011,521,,6,ARKANSAS
6/20/2021,KS,316641,51,5129,,0,KANSAS
4/23/2021,UT,394678,344,2179,2115,1,UTAH
9/9/2020,MA,123143,181,9177,8969,12,MASSACHUSETTS
4/21/2021,UT,393862,590,2177,2113,3,UTAH
7/23/2020,WV,5550,89,103,,1,WEST VIRGINIA
7/31/2021,KS,333500,567,5258,,3,KANSAS
7/31/2021,PR,148015,721,2570,2209,1,PUERTO RICO
3/18/2021,MP,157,1,2,2,0,NORTHERN MARIANA IS
4/4/2020,KS,698,78,21,,4,KANSAS
8/30/2020,UT,52508,363,406,406,0,UTAH
12/16/2021,OK,685905,1326,11336,8624,0,OKLAHOMA
2/2/2022,OK,988190,4253,12193,9085,0,OKLAHOMA
2/21/2020,TX,0,0,0,,0,TEXAS
4/1/2020,OK,1746,91,36,36,5,OKLAHOMA
2/27/2020,AR,0,0,0,,0,ARKANSAS
2/16/2021,AS,4,0,0,,0,AMERICAN SAMOA
2/19/2020,OK,4,1,0,0,0,OKLAHOMA
10/31/2020,GA,388993,2736,7979,7979,24,GEORGIA
3/17/2021,FL,1952171,5910,33379,,63,FLORIDA
1/29/2022,UT,875251,0,4107,3944,0,UTAH
5/30/2021,FL,2283197,1316,37101,,34,FLORIDA
11/29/2020,OK,217690,2308,2898,2718,39,OKLAHOMA
3/28/2020,FL,3883,707,108,,12,FLORIDA
12/9/2020,MA,269412,5965,11281,11033,53,MASSACHUSETTS
9/24/2021,HI,74997,391,742,,9,HAWAII
12/12/2020,GA,538040,6447,10075,9204,44,GEORGIA
4/10/2020,MA,20845,1904,858,843,109,MASSACHUSETTS
3/27/2022,GA,2485736,0,36771,30916,0,GEORGIA
8/8/2020,MA,112173,320,8734,8529,13,MASSACHUSETTS
1/8/2021,KS,242322,5504,3148,,121,KANSAS
9/2/2021,TX,3634358,21967,56296,,341,TEXAS
5/12/2020,AR,4164,121,95,,1,ARKANSAS
12/13/2020,UT,233904,2083,1055,1037,17,UTAH
3/8/2021,CO,445889,641,5990,5257,1,COLORADO
3/11/2020,MA,95,4,0,0,0,MASSACHUSETTS
9/10/2020,TX,649809,4018,15620,,73,TEXAS
7/31/2020,TX,420946,8839,9950,,232,TEXAS
2/7/2022,HI,221983,810,1214,,0,HAWAII
12/12/2020,KS,185294,0,2072,,0,KANSAS
9/7/2020,AS,0,0,0,,0,AMERICAN SAMOA
2/8/2021,MA,545303,1369,15283,14973,43,MASSACHUSETTS
9/7/2021,CO,631479,1103,7226,6409,1,COLORADO
2/12/2021,TX,2541845,12502,43902,,194,TEXAS
5/24/2020,AK,410,0,11,,0,ALASKA
5/23/2021,OK,452442,52,7291,6210,1,OKLAHOMA
11/30/2020,AS,3,0,0,,0,AMERICAN SAMOA
9/4/2020,WV,11037,192,243,,6,WEST VIRGINIA
6/17/2020,UT,15539,398,149,149,3,UTAH
9/5/2020,AK,5682,87,55,,0,ALASKA
11/18/2020,TX,1140860,10987,22119,,159,TEXAS
4/5/2020,CO,4968,388,140,140,14,COLORADO
1/21/2021,WV,112617,940,1849,,13,WEST VIRGINIA
9/24/2021,MA,802829,1920,18541,18154,14,MASSACHUSETTS
1/3/2021,GA,690900,5778,10964,9893,4,GEORGIA
11/28/2020,HI,17573,75,238,,0,HAWAII
8/29/2020,HI,8313,200,62,,3,HAWAII
8/24/2020,UT,50053,325,393,393,8,UTAH
12/3/2021,UT,601952,1873,3564,3430,19,UTAH
1/26/2021,PR,93816,291,1784,1507,10,PUERTO RICO
7/3/2020,OK,21482,778,450,448,6,OKLAHOMA
6/13/2020,OK,10479,386,397,397,3,OKLAHOMA
6/28/2021,GA,1133481,190,21393,18469,0,GEORGIA
7/20/2020,AS,0,0,0,,0,AMERICAN SAMOA
1/30/2021,TX,2349142,19114,40928,,274,TEXAS
3/22/2022,UT,926894,109,4610,4414,38,UTAH
8/24/2020,PR,14840,19,386,252,10,PUERTO RICO
6/14/2021,HI,35769,46,503,,0,HAWAII
4/16/2021,KS,305861,541,4953,,9,KANSAS
9/17/2020,OK,80057,1481,1222,1211,16,OKLAHOMA
7/8/2020,KS,17618,717,282,,2,KANSAS
10/4/2020,PR,26602,230,685,517,10,PUERTO RICO
12/2/2020,AR,161521,2212,2522,,10,ARKANSAS
2/24/2020,UT,0,0,0,,0,UTAH
1/21/2021,TX,2188643,22360,38230,,354,TEXAS
2/27/2021,HI,27419,133,436,,2,HAWAII
6/17/2021,TX,2972237,1767,51263,,13,TEXAS
7/6/2021,FL,2354349,4010,38237,,38,FLORIDA
3/11/2021,TX,2704344,4755,47509,,93,TEXAS
12/3/2020,PR,57489,882,1164,953,7,PUERTO RICO
8/16/2020,KS,33885,0,402,,0,KANSAS
3/9/2022,GA,2474277,1221,36026,30252,80,GEORGIA
2/29/2020,AR,0,0,0,,0,ARKANSAS
6/6/2020,CO,28203,239,1527,1209,3,COLORADO
3/26/2020,CO,1417,313,24,24,5,COLORADO
2/10/2021,AK,54131,170,310,,0,ALASKA
4/18/2022,OK,1038301,572,14173,9887,163,OKLAHOMA
4/13/2022,AK,241959,1285,1202,,7,ALASKA
6/10/2020,AR,10368,288,165,,4,ARKANSAS
1/6/2021,FL,1397411,19407,24258,,178,FLORIDA
9/16/2020,MA,125699,306,9281,9071,21,MASSACHUSETTS
7/27/2021,FL,2556864,17757,39561,,142,FLORIDA
3/23/2020,UT,280,111,1,,0,UTAH
2/21/2022,TX,6517258,5018,82435,,19,TEXAS
5/8/2021,OK,450659,149,7273,6193,2,OKLAHOMA
12/4/2021,OK,672227,0,11272,8585,0,OKLAHOMA
11/17/2021,AK,141686,437,812,,2,ALASKA
7/7/2020,WV,3505,63,95,,0,WEST VIRGINIA
5/26/2020,TX,56560,589,1783,,20,TEXAS
7/11/2020,KS,18611,0,284,,0,KANSAS
7/11/2021,AS,0,0,0,,0,AMERICAN SAMOA
2/26/2020,TX,0,0,0,,0,TEXAS
9/29/2021,WV,238498,1496,3642,,64,WEST VIRGINIA
10/10/2021,AK,118189,911,572,,1,ALASKA
11/29/2021,OK,666927,758,11267,8577,44,OKLAHOMA
8/27/2020,WV,9633,93,199,,9,WEST VIRGINIA
2/1/2021,HI,25870,84,407,,0,HAWAII
10/21/2021,MA,841198,1381,18896,18505,21,MASSACHUSETTS
9/16/2021,PR,178181,384,3053,2599,3,PUERTO RICO
4/16/2020,TX,16455,963,551,,32,TEXAS
3/16/2020,HI,11,1,0,,0,HAWAII
11/8/2020,FL,828850,3812,18249,,48,FLORIDA
11/30/2021,FL,3717814,2153,62241,,27,FLORIDA
7/8/2021,PR,141837,115,2541,2184,0,PUERTO RICO
5/8/2021,MA,696540,795,17667,17313,3,MASSACHUSETTS
4/16/2021,AS,0,0,0,,0,AMERICAN SAMOA
5/12/2020,MP,19,3,2,2,0,NORTHERN MARIANA IS
3/1/2022,MA,1672594,1302,23488,22748,64,MASSACHUSETTS
11/7/2020,GA,403851,2072,8193,8193,37,GEORGIA
1/2/2021,GA,685122,7533,10960,9891,2,GEORGIA
2/17/2020,AS,0,0,0,,0,AMERICAN SAMOA
7/29/2021,MA,718849,905,18079,17711,8,MASSACHUSETTS
4/11/2022,WV,498542,128,6755,,2,WEST VIRGINIA
2/23/2021,WV,130139,285,2274,,11,WEST VIRGINIA
10/20/2021,AR,508431,672,8230,,9,ARKANSAS
9/5/2021,FL,3366992,11174,52280,,363,FLORIDA
2/27/2020,TX,0,0,0,,0,TEXAS
9/28/2020,WV,15512,164,337,,3,WEST VIRGINIA
12/4/2020,CO,268298,5922,3338,2831,18,COLORADO
5/15/2021,MA,701490,1153,17747,17389,5,MASSACHUSETTS
2/8/2021,FL,1751054,7049,29976,,113,FLORIDA
6/1/2020,GA,46501,889,2074,2074,22,GEORGIA
9/28/2020,HI,12252,85,132,,1,HAWAII
7/5/2020,GA,95892,2120,2860,2860,3,GEORGIA
2/10/2020,AR,0,0,0,,0,ARKANSAS
12/14/2020,KS,190018,4724,2109,,37,KANSAS
7/29/2021,GA,1175845,4612,21665,18699,11,GEORGIA
3/4/2021,GA,1017428,2886,17750,15462,125,GEORGIA
2/8/2021,AK,53855,86,309,,0,ALASKA
8/18/2020,WV,8731,99,164,,4,WEST VIRGINIA
9/20/2021,FL,3528473,7109,56696,,224,FLORIDA
2/21/2022,AK,228237,0,1108,,0,ALASKA
11/15/2021,OK,655857,2233,11076,8434,4,OKLAHOMA
1/7/2021,UT,297317,4597,1359,1326,29,UTAH
8/2/2021,PR,148828,165,2574,2212,2,PUERTO RICO
1/25/2022,KS,695675,0,7336,,0,KANSAS
12/2/2021,AK,146247,342,853,,2,ALASKA
9/18/2021,MP,258,0,2,2,0,NORTHERN MARIANA IS
7/11/2020,MA,105457,167,8334,8132,11,MASSACHUSETTS
12/29/2020,GA,645690,9450,10779,9759,83,GEORGIA
1/6/2021,AS,3,0,0,,0,AMERICAN SAMOA
7/26/2020,AK,2532,185,32,,0,ALASKA
1/23/2021,WV,114752,1137,1872,,16,WEST VIRGINIA
2/23/2020,PR,0,0,0,,0,PUERTO RICO
1/1/2021,AS,3,0,0,,0,AMERICAN SAMOA
5/17/2020,HI,629,0,17,,0,HAWAII
8/2/2020,UT,41759,379,311,311,0,UTAH
8/5/2021,PR,151277,961,2587,2221,3,PUERTO RICO
2/6/2022,OK,995546,0,12193,9085,0,OKLAHOMA
12/14/2020,CO,307699,3003,3969,3398,11,COLORADO
12/27/2021,AR,551394,981,9082,,16,ARKANSAS
1/20/2022,TX,5746859,46415,76443,,166,TEXAS
12/8/2021,AK,147535,432,856,,3,ALASKA
4/2/2022,AR,833090,61,11251,,14,ARKANSAS
10/15/2020,OK,112300,1306,1597,1570,9,OKLAHOMA
3/30/2020,AK,118,8,6,,1,ALASKA
12/18/2020,WV,69751,1266,1091,,20,WEST VIRGINIA
11/10/2021,KS,445089,2857,6613,,79,KANSAS
7/17/2020,KS,21965,1032,299,,0,KANSAS
10/14/2021,HI,79411,156,852,,6,HAWAII
6/29/2020,TX,153011,4288,3170,,91,TEXAS
11/21/2021,AK,142717,0,832,,0,ALASKA
8/2/2021,OK,487178,1407,7534,6421,10,OKLAHOMA
3/3/2022,OK,1024471,1113,13278,9499,0,OKLAHOMA
10/5/2020,HI,12900,81,157,,1,HAWAII
4/4/2021,FL,2043537,3534,34326,,31,FLORIDA
7/15/2021,PR,142690,204,2548,2189,0,PUERTO RICO
11/16/2021,AK,141249,345,810,,7,ALASKA
8/23/2020,CO,56203,271,1918,1573,0,COLORADO
5/21/2020,UT,7981,173,94,94,2,UTAH
5/14/2021,AK,66683,109,347,,0,ALASKA
2/5/2021,CO,413298,1915,5704,4994,27,COLORADO
2/25/2022,MP,9534,269,29,29,2,NORTHERN MARIANA IS
5/2/2020,WV,1184,33,50,,3,WEST VIRGINIA
1/11/2021,TX,1969240,14834,34814,,329,TEXAS
8/8/2020,OK,47671,634,753,748,9,OKLAHOMA
4/14/2022,GA,2505856,513,37476,31390,48,GEORGIA
7/3/2020,KS,15919,929,277,,5,KANSAS
7/24/2021,GA,1159742,2037,21618,18667,4,GEORGIA
3/15/2020,WV,0,0,0,,0,WEST VIRGINIA
8/12/2021,AR,413150,2318,6396,,30,ARKANSAS
5/17/2020,CO,22403,333,1215,966,23,COLORADO
11/7/2021,HI,82282,123,952,,11,HAWAII
8/7/2021,TX,3219300,19981,52435,,65,TEXAS
12/31/2020,AS,3,0,0,,0,AMERICAN SAMOA
12/23/2021,FL,3897936,31999,62794,,29,FLORIDA
3/31/2021,AS,0,0,0,,0,AMERICAN SAMOA
11/25/2020,OK,208394,3512,2725,2575,37,OKLAHOMA
12/13/2020,PR,65641,420,1271,1046,10,PUERTO RICO
2/7/2021,KS,281562,0,4101,,0,KANSAS
3/2/2022,KS,766969,924,7975,,29,KANSAS
10/7/2020,GA,346195,1796,7259,7259,30,GEORGIA
2/15/2022,AS,57,0,0,,0,AMERICAN SAMOA
1/4/2022,AS,11,0,0,,0,AMERICAN SAMOA
2/20/2021,FL,1828481,4925,31455,,95,FLORIDA
3/23/2022,MA,1689750,1216,20058,18955,2,MASSACHUSETTS
9/28/2021,MA,808673,1491,18577,18190,22,MASSACHUSETTS
5/23/2020,UT,8331,152,97,97,1,UTAH
10/13/2021,AR,504516,694,8166,,19,ARKANSAS
11/27/2021,AK,144692,0,847,,0,ALASKA
6/8/2021,WV,162636,96,2822,,1,WEST VIRGINIA
7/30/2021,TX,3112803,15713,52041,,57,TEXAS
5/22/2021,PR,139076,234,2461,2110,1,PUERTO RICO
11/4/2021,MA,859713,1754,19069,18671,23,MASSACHUSETTS
4/29/2020,CO,14998,436,766,642,30,COLORADO
2/22/2020,MP,0,0,0,0,0,NORTHERN MARIANA IS
8/26/2021,PR,168238,948,2796,2388,14,PUERTO RICO
1/17/2022,MP,3971,25,21,21,0,NORTHERN MARIANA IS
9/6/2021,TX,3690755,3828,57110,,53,TEXAS
1/22/2020,AS,0,0,0,,0,AMERICAN SAMOA
9/13/2021,OK,585721,1838,8450,7171,36,OKLAHOMA
2/20/2020,UT,0,0,0,,0,UTAH
12/11/2021,GA,1678746,0,30823,25940,0,GEORGIA
8/16/2020,UT,47248,306,363,363,1,UTAH
8/13/2021,AR,416173,3023,6432,,36,ARKANSAS
3/10/2020,KS,1,0,0,,0,KANSAS
12/19/2020,WV,71215,1464,1122,,31,WEST VIRGINIA
4/1/2020,HI,311,28,1,,0,HAWAII
8/7/2020,MA,111853,320,8721,8516,15,MASSACHUSETTS
10/8/2020,AR,90145,1265,1507,,22,ARKANSAS
11/25/2021,CO,826310,2968,9081,8077,17,COLORADO
10/7/2021,GA,1599393,5753,27011,23236,191,GEORGIA
11/17/2021,MP,399,6,3,3,0,NORTHERN MARIANA IS
2/11/2020,TX,0,0,0,,0,TEXAS
10/12/2020,AS,0,0,0,,0,AMERICAN SAMOA
6/18/2021,HI,35919,57,506,,2,HAWAII
10/30/2021,UT,549882,0,3208,3092,0,UTAH
9/10/2021,WV,205783,2379,3207,,18,WEST VIRGINIA
8/18/2021,AS,0,0,0,,0,AMERICAN SAMOA
2/8/2020,AR,0,0,0,,0,ARKANSAS
9/28/2020,GA,332443,956,6961,6961,15,GEORGIA
5/15/2020,AR,4463,115,98,,0,ARKANSAS
3/4/2022,TX,6565395,3841,84224,,227,TEXAS
1/21/2021,AK,51157,199,304,,0,ALASKA
12/11/2020,AR,181624,2770,2875,,55,ARKANSAS
7/7/2020,HI,1075,22,19,,0,HAWAII
5/4/2021,GA,1104837,1178,20241,17604,14,GEORGIA
11/24/2020,AR,148312,2122,2405,,18,ARKANSAS
1/20/2021,MP,129,0,2,2,0,NORTHERN MARIANA IS
5/19/2021,WV,159149,261,2767,,4,WEST VIRGINIA
2/3/2021,OK,414492,1951,6340,5423,32,OKLAHOMA
3/28/2021,GA,1055256,826,18926,16487,0,GEORGIA
3/21/2022,FL,5836256,857,73372,,24,FLORIDA
7/14/2020,CO,38367,422,1738,1408,11,COLORADO
12/19/2021,OK,685905,0,11336,8624,0,OKLAHOMA
12/10/2021,TX,4364714,5017,73337,,110,TEXAS
7/23/2020,OK,37614,892,585,583,11,OKLAHOMA
9/26/2021,UT,502814,1058,2883,2789,7,UTAH
8/3/2020,AK,3333,59,36,,0,ALASKA
10/5/2021,AR,499004,747,7775,,23,ARKANSAS
4/3/2021,TX,2791810,1650,48859,,43,TEXAS
5/11/2021,MA,698427,555,17698,17344,0,MASSACHUSETTS
11/16/2020,AS,3,0,0,,0,AMERICAN SAMOA
11/26/2020,MA,214594,0,10695,10461,25,MASSACHUSETTS
9/16/2020,KS,50870,971,586,,52,KANSAS
4/6/2022,MP,11158,0,33,33,0,NORTHERN MARIANA IS
2/24/2020,PR,0,0,0,,0,PUERTO RICO
11/29/2020,WV,46997,1152,729,,11,WEST VIRGINIA
1/29/2021,UT,343962,1517,1655,1610,35,UTAH
10/26/2021,KS,430293,0,6242,,0,KANSAS
12/13/2020,MA,290578,4853,11489,11237,54,MASSACHUSETTS
7/3/2021,HI,36552,44,515,,0,HAWAII
2/13/2022,CO,1336682,1134,11601,10208,0,COLORADO
12/31/2020,KS,222433,0,2741,,0,KANSAS
12/20/2020,MA,323531,4261,11869,11615,59,MASSACHUSETTS
3/23/2022,WV,496983,145,6680,,20,WEST VIRGINIA
5/14/2021,WV,157923,297,2756,,5,WEST VIRGINIA
4/13/2020,WV,626,15,9,,1,WEST VIRGINIA
2/12/2021,GA,958985,3900,15708,13856,195,GEORGIA
3/20/2020,MP,0,0,0,0,0,NORTHERN MARIANA IS
11/19/2021,MA,890733,2844,19268,18856,24,MASSACHUSETTS
11/11/2020,OK,162423,3603,2214,2129,28,OKLAHOMA
6/12/2020,CO,29175,236,1595,1268,12,COLORADO
9/8/2021,WV,201660,1352,3169,,18,WEST VIRGINIA
2/24/2021,HI,27211,43,432,,4,HAWAII
11/15/2020,TX,1108402,7923,21599,,149,TEXAS
10/31/2021,AR,513215,221,8376,,6,ARKANSAS
1/24/2020,GA,0,0,0,,0,GEORGIA
9/18/2021,KS,397727,820,5881,,16,KANSAS
2/17/2021,HI,26846,27,424,,1,HAWAII
5/27/2021,AR,340916,218,5829,,2,ARKANSAS
5/9/2021,OK,450779,120,7276,6196,3,OKLAHOMA
3/23/2021,GA,1048173,1791,18588,16187,32,GEORGIA
9/5/2020,CO,60124,325,1971,1622,5,COLORADO
9/5/2021,AR,463795,1072,7057,,19,ARKANSAS
1/18/2021,GA,820952,4957,12360,11095,64,GEORGIA
1/26/2022,AK,199552,5376,1048,,9,ALASKA
3/30/2021,TX,2778808,3139,48677,,28,TEXAS
7/28/2021,CO,574350,801,6924,6131,2,COLORADO
9/11/2020,AS,0,0,0,,0,AMERICAN SAMOA
6/20/2020,GA,63788,1814,2642,2642,6,GEORGIA
3/1/2021,CO,438864,687,5952,5218,1,COLORADO
10/30/2020,GA,386257,1804,7955,7955,32,GEORGIA
4/19/2020,GA,17573,505,691,691,21,GEORGIA
7/20/2021,WV,165259,82,2919,,0,WEST VIRGINIA
9/16/2020,AS,0,0,0,,0,AMERICAN SAMOA
8/29/2021,GA,1385348,7711,22611,19566,29,GEORGIA
8/22/2021,HI,54038,885,561,,1,HAWAII
8/30/2021,HI,60808,714,586,,0,HAWAII
4/16/2020,HI,544,9,9,,0,HAWAII
12/9/2020,TX,1418252,13606,26080,,230,TEXAS
12/20/2020,AR,201650,1536,3237,,46,ARKANSAS
12/10/2021,AK,147975,440,856,,0,ALASKA
9/16/2021,UT,489236,1885,2779,2691,15,UTAH
9/23/2020,MA,128512,543,9370,9158,13,MASSACHUSETTS
7/5/2020,OK,22511,437,455,453,2,OKLAHOMA
12/22/2020,AK,43424,437,269,,0,ALASKA
9/23/2020,FL,676202,2580,15928,,68,FLORIDA
4/17/2021,CO,497025,1553,6188,5451,2,COLORADO
8/30/2021,GA,1393061,7713,22641,19594,30,GEORGIA
3/31/2021,WV,141738,416,2676,,36,WEST VIRGINIA
11/1/2020,TX,972330,4259,19588,,117,TEXAS
2/7/2021,AR,306736,672,5076,,15,ARKANSAS
5/15/2020,FL,42984,478,2073,,32,FLORIDA
2/5/2021,KS,281562,2647,4101,,206,KANSAS
7/30/2021,WV,167016,268,2946,,2,WEST VIRGINIA
1/28/2021,FL,1661461,10863,28283,,158,FLORIDA
1/1/2021,GA,677589,11137,10958,9889,24,GEORGIA
11/24/2020,GA,454732,3676,9221,8648,6,GEORGIA
9/10/2021,CO,637551,2369,7274,6450,20,COLORADO
3/22/2021,AR,328707,52,5544,,5,ARKANSAS
2/17/2021,CO,425956,1110,5838,5114,10,COLORADO
2/23/2020,HI,0,0,0,,0,HAWAII
12/27/2021,WV,322485,3450,5260,,9,WEST VIRGINIA
11/9/2021,AS,4,0,0,,0,AMERICAN SAMOA
8/16/2020,HI,5188,174,40,,0,HAWAII
10/26/2021,AK,130482,742,688,,10,ALASKA
5/2/2021,CO,521889,1163,6304,5549,2,COLORADO
2/9/2021,OK,422364,1414,6526,5565,21,OKLAHOMA
10/14/2020,AR,95246,1079,1634,,23,ARKANSAS
6/1/2020,MP,22,0,2,2,0,NORTHERN MARIANA IS
11/17/2021,TX,4277364,4867,71844,,122,TEXAS
3/23/2020,AR,197,33,0,,0,ARKANSAS
5/9/2020,WV,1347,24,53,,1,WEST VIRGINIA
5/22/2020,WV,1705,102,72,,1,WEST VIRGINIA
12/4/2020,AS,3,0,0,,0,AMERICAN SAMOA
7/20/2020,HI,1392,24,24,,0,HAWAII
11/28/2020,UT,192087,2043,863,846,14,UTAH
5/2/2020,AK,365,1,10,,0,ALASKA
4/12/2022,CO,1367062,350,12019,10566,24,COLORADO
8/8/2020,GA,218789,4422,4186,4186,69,GEORGIA
7/19/2020,MP,37,0,2,2,0,NORTHERN MARIANA IS
6/23/2020,MA,102651,182,7989,7789,29,MASSACHUSETTS
6/18/2020,HI,776,26,17,,0,HAWAII
2/21/2020,AS,0,0,0,,0,AMERICAN SAMOA
8/16/2021,UT,446808,809,2537,2463,4,UTAH
8/12/2021,AK,76030,376,395,,3,ALASKA
1/17/2021,KS,256134,0,3502,,0,KANSAS
11/22/2021,HI,84084,92,991,,0,HAWAII
8/14/2020,OK,51554,601,830,822,15,OKLAHOMA
4/27/2020,OK,4009,57,226,226,9,OKLAHOMA
5/9/2020,TX,37860,1251,1295,,27,TEXAS
12/7/2021,GA,1673082,1295,30724,25847,33,GEORGIA
11/14/2020,GA,422905,3035,8956,8462,51,GEORGIA
7/26/2020,KS,25109,0,326,,0,KANSAS
6/3/2020,OK,7844,159,370,370,2,OKLAHOMA
10/15/2020,WV,19082,264,393,,2,WEST VIRGINIA
9/8/2020,AK,5844,34,58,,1,ALASKA
3/14/2020,WV,0,0,0,,0,WEST VIRGINIA
12/29/2021,TX,4545437,14286,74401,,71,TEXAS
4/3/2020,AK,160,11,6,,0,ALASKA
11/29/2021,UT,594606,2476,3508,3380,21,UTAH
3/23/2021,FL,1979729,5209,33696,,45,FLORIDA
5/13/2020,MP,19,0,2,2,0,NORTHERN MARIANA IS
5/22/2021,KS,313089,92,5057,,0,KANSAS
1/25/2020,HI,0,0,0,,0,HAWAII
1/2/2022,FL,4333854,39393,63226,,53,FLORIDA
11/4/2020,FL,808914,6114,18042,,54,FLORIDA
8/8/2021,PR,153341,765,2602,2234,3,PUERTO RICO
8/11/2021,UT,442245,1114,2518,2444,7,UTAH
1/27/2020,WV,0,0,0,,0,WEST VIRGINIA
4/28/2021,AS,0,0,0,,0,AMERICAN SAMOA
1/25/2022,FL,5440127,37285,67090,,227,FLORIDA
6/22/2020,PA,86552,459,6426,,0,PENNSYLVANIA
7/19/2021,TN,874657,477,12639,10185,1,TENNESSEE
5/1/2021,SD,122688,28,1967,1601,0,SOUTH DAKOTA
10/25/2020,TN,242859,3577,3100,2944,24,TENNESSEE
3/16/2022,TN,2016412,395,25407,18854,7,TENNESSEE
3/19/2022,PA,2774453,691,44011,,0,PENNSYLVANIA
9/16/2020,NM,27041,118,785,,2,NEW MEXICO
3/23/2020,NY,8570,2447,31,,7,NEW YORK
2/3/2021,PA,861104,3092,21955,,143,PENNSYLVANIA
10/31/2020,OH,215697,2915,5301,4988,10,OHIO
2/9/2020,SD,0,0,0,,0,SOUTH DAKOTA
3/12/2021,TN,782508,1359,11623,9342,17,TENNESSEE
8/24/2021,PA,1277976,3026,28098,,20,PENNSYLVANIA
9/22/2021,PA,1392266,4394,28998,,66,PENNSYLVANIA
1/5/2021,SD,101076,433,1513,1221,0,SOUTH DAKOTA
7/11/2021,NY,1159695,254,19947,,0,NEW YORK
8/5/2021,NY,1179682,1689,20000,,4,NEW YORK
12/3/2020,IA,239687,4877,2603,,154,IOWA
5/20/2021,PA,1197491,1397,26965,,40,PENNSYLVANIA
5/14/2020,SD,3792,60,43,43,4,SOUTH DAKOTA
5/29/2021,PA,1207248,782,27203,,16,PENNSYLVANIA
4/28/2020,NM,2974,151,110,,6,NEW MEXICO
6/18/2021,SD,124397,4,2027,1650,0,SOUTH DAKOTA
9/27/2021,NY,1330887,2826,20887,,16,NEW YORK
3/3/2022,TN,2010332,1227,24661,18322,23,TENNESSEE
12/27/2020,TN,554682,4883,6443,5657,7,TENNESSEE
8/8/2020,IA,48286,421,925,,12,IOWA
7/15/2020,IA,36294,444,767,,10,IOWA
8/25/2020,TN,142667,644,1588,1547,21,TENNESSEE
11/10/2020,OH,261482,6508,5547,5212,23,OHIO
2/25/2022,TN,2003127,1982,24469,18217,95,TENNESSEE
7/9/2021,TN,868681,558,12596,10148,4,TENNESSEE
8/30/2021,PA,1297119,2240,28214,,1,PENNSYLVANIA
7/13/2021,NY,1160203,285,19952,,5,NEW YORK
2/28/2021,IA,336329,322,5471,,1,IOWA
8/7/2020,TN,115353,2724,1186,1147,42,TENNESSEE
